"time","Amm_mgL"
"27/09/2020 07:",2.7975
"27/09/2020 08:",2.8575
"27/09/2020 09:",2.655
"27/09/2020 10:",2.655
"27/09/2020 11:",2.86
"27/09/2020 12:",2.9425
"27/09/2020 13:",NA
"27/09/2020 14:",NA
"27/09/2020 15:",NA
"27/09/2020 16:",NA
"27/09/2020 17:",NA
"27/09/2020 18:",NA
"27/09/2020 19:",NA
"27/09/2020 20:",NA
"27/09/2020 21:",NA
"27/09/2020 22:",NA
"27/09/2020 23:",NA
"28/09/2020 00:",NA
"28/09/2020 01:",NA
"28/09/2020 02:",NA
"28/09/2020 03:",NA
"28/09/2020 04:",NA
"28/09/2020 05:",NA
"28/09/2020 06:",2.9525
"28/09/2020 07:",NA
"28/09/2020 08:",NA
"28/09/2020 09:",2.895
"28/09/2020 10:",2.5325
"28/09/2020 11:",2.0975
"28/09/2020 12:",2.035
"28/09/2020 13:",2.119
"28/09/2020 14:",2.211
"28/09/2020 15:",2.24
"28/09/2020 16:",2.375
"28/09/2020 17:",NA
"28/09/2020 18:",NA
"28/09/2020 19:",NA
"28/09/2020 20:",NA
"28/09/2020 21:",NA
"28/09/2020 22:",NA
"28/09/2020 23:",2.84
"29/09/2020 00:",2.7225
"29/09/2020 01:",2.625
"29/09/2020 02:",2.5375
"29/09/2020 03:",2.3725
"29/09/2020 04:",2.2525
"29/09/2020 05:",2.21
"29/09/2020 06:",2.0675
"29/09/2020 07:",1.85
"29/09/2020 08:",1.9025
"29/09/2020 09:",1.7475
"29/09/2020 10:",1.6175
"29/09/2020 11:",1.595
"29/09/2020 12:",1.5525
"29/09/2020 13:",1.5575
"29/09/2020 14:",1.55
"29/09/2020 15:",1.555
"29/09/2020 16:",1.56
"29/09/2020 17:",1.61
"29/09/2020 18:",1.84
"29/09/2020 19:",1.8575
"29/09/2020 20:",1.97
"29/09/2020 21:",1.8825
"29/09/2020 22:",1.8675
"29/09/2020 23:",1.8025
"30/09/2020 00:",1.785
"30/09/2020 01:",1.7125
"30/09/2020 02:",1.68
"30/09/2020 03:",1.5525
"30/09/2020 04:",1.5425
"30/09/2020 05:",1.59
"30/09/2020 06:",1.6125
"30/09/2020 07:",1.5875
"30/09/2020 08:",1.555
"30/09/2020 09:",1.4925
"30/09/2020 10:",1.52
"30/09/2020 11:",1.4875
"30/09/2020 12:",1.49
"30/09/2020 13:",1.5325
"30/09/2020 14:",1.6225
"30/09/2020 15:",1.805
"30/09/2020 16:",2.0275
"30/09/2020 17:",2.51
"30/09/2020 18:",2.6975
"30/09/2020 19:",2.9125
"30/09/2020 20:",2.9525
"30/09/2020 21:",2.92
"30/09/2020 22:",2.8025
"30/09/2020 23:",2.7625
"01/10/2020 00:",2.6075
"01/10/2020 01:",2.54
"01/10/2020 02:",2.4475
"01/10/2020 03:",2.415
"01/10/2020 04:",2.32
"01/10/2020 05:",2.2325
"01/10/2020 06:",2.135
"01/10/2020 07:",2.1025
"01/10/2020 08:",2.055
"01/10/2020 09:",1.8075
"01/10/2020 10:",1.765
"01/10/2020 11:",1.57
"01/10/2020 12:",1.6325
"01/10/2020 13:",1.86
"01/10/2020 14:",2.0275
"01/10/2020 15:",2.225
"01/10/2020 16:",2.54
"01/10/2020 17:",2.9775
"01/10/2020 18:",2.9925
"01/10/2020 19:",NA
"01/10/2020 20:",NA
"01/10/2020 21:",NA
"01/10/2020 22:",NA
"01/10/2020 23:",NA
"02/10/2020 00:",2.955
"02/10/2020 01:",2.88
"02/10/2020 02:",2.6975
"02/10/2020 03:",2.665
"02/10/2020 04:",2.54
"02/10/2020 05:",2.39
"02/10/2020 06:",2.3575
"02/10/2020 07:",2.24
"02/10/2020 08:",2.1275
"02/10/2020 09:",2.045
"02/10/2020 10:",2.215
"02/10/2020 11:",1.995
"02/10/2020 12:",1.85
"02/10/2020 13:",1.9725
"02/10/2020 14:",2.215
"02/10/2020 15:",2.385
"02/10/2020 16:",2.4975
"02/10/2020 17:",2.51
"02/10/2020 18:",1.565
"02/10/2020 19:",1.245
"02/10/2020 20:",1.2725
"02/10/2020 21:",1.3975
"02/10/2020 22:",1.3675
"02/10/2020 23:",1.28
"03/10/2020 00:",1.2325
"03/10/2020 01:",1.275
"03/10/2020 02:",1.2675
"03/10/2020 03:",1.2025
"03/10/2020 04:",1.21
"03/10/2020 05:",1.2075
"03/10/2020 06:",1.195
"03/10/2020 07:",1.18
"03/10/2020 08:",1.18
"03/10/2020 09:",1.18
"03/10/2020 10:",1.2175
"03/10/2020 11:",1.3125
"03/10/2020 12:",1.2575
"03/10/2020 13:",1.2425
"03/10/2020 14:",1.215
"03/10/2020 15:",1.2075
"03/10/2020 16:",1.225
"03/10/2020 17:",1.2025
"03/10/2020 18:",1.18
"03/10/2020 19:",1.1775
"03/10/2020 20:",1.1625
"03/10/2020 21:",1.14
"03/10/2020 22:",1.1425
"03/10/2020 23:",1.15
"04/10/2020 00:",1.1475
"04/10/2020 01:",1.1325
"04/10/2020 02:",1.1125
"04/10/2020 03:",1.1225
"04/10/2020 04:",1.13
"04/10/2020 05:",1.13
"04/10/2020 06:",1.13
"04/10/2020 07:",1.1325
"04/10/2020 08:",1.1425
"04/10/2020 09:",1.16
"04/10/2020 10:",1.1825
"04/10/2020 11:",1.1575
"04/10/2020 12:",1.155
"04/10/2020 13:",1.1675
"04/10/2020 14:",1.1875
"04/10/2020 15:",1.2575
"04/10/2020 16:",1.22
"04/10/2020 17:",1.215
"04/10/2020 18:",1.2775
"04/10/2020 19:",1.4725
"04/10/2020 20:",1.37
"04/10/2020 21:",1.455
"04/10/2020 22:",1.5175
"04/10/2020 23:",1.2025
"05/10/2020 00:",1.16
"05/10/2020 01:",1.1025
"05/10/2020 02:",1.1075
"05/10/2020 03:",1.1125
"05/10/2020 04:",1.135
"05/10/2020 05:",1.0825
"05/10/2020 06:",1.0625
"05/10/2020 07:",1.07
"05/10/2020 08:",1.065
"05/10/2020 09:",1.0825
"05/10/2020 10:",1.155
"05/10/2020 11:",1.085
"05/10/2020 12:",1.1375
"05/10/2020 13:",1.255
"05/10/2020 14:",1.255
"05/10/2020 15:",1.2225
"05/10/2020 16:",1.3275
"05/10/2020 17:",1.66
"05/10/2020 18:",2.01
"05/10/2020 19:",1.9375
"05/10/2020 20:",2.04
"05/10/2020 21:",1.84571428571429
"05/10/2020 22:",1.54857142857143
"05/10/2020 23:",1.3
"06/10/2020 00:",1.24
"06/10/2020 01:",1.205
"06/10/2020 02:",1.155
"06/10/2020 03:",1.24
"06/10/2020 04:",1.325
"06/10/2020 05:",1.265
"06/10/2020 06:",1.135
"06/10/2020 07:",1.08
"06/10/2020 08:",1.075
"06/10/2020 09:",1.13
"06/10/2020 10:",1.155
"06/10/2020 11:",1.15
"06/10/2020 12:",1.18
"06/10/2020 13:",1.175
"06/10/2020 14:",1.15
"06/10/2020 15:",1.17
"06/10/2020 16:",1.46
"06/10/2020 17:",1.84
"06/10/2020 18:",1.945
"06/10/2020 19:",1.805
"06/10/2020 20:",1.835
"06/10/2020 21:",1.91
"06/10/2020 22:",1.76
"06/10/2020 23:",1.47
"07/10/2020 00:",1.25
"07/10/2020 01:",1.225
"07/10/2020 02:",1.205
"07/10/2020 03:",1.18
"07/10/2020 04:",1.105
"07/10/2020 05:",1.1
"07/10/2020 06:",1.125
"07/10/2020 07:",1.15
"07/10/2020 08:",1.2025
"07/10/2020 09:",1.2275
"07/10/2020 10:",1.185
"07/10/2020 11:",1.14
"07/10/2020 12:",1.15
"07/10/2020 13:",1.235
"07/10/2020 14:",1.265
"07/10/2020 15:",1.205
"07/10/2020 16:",1.0255
"07/10/2020 17:",1.0455
"07/10/2020 18:",1.255
"07/10/2020 19:",1.1015
"07/10/2020 20:",0.945
"07/10/2020 21:",1.0085
"07/10/2020 22:",0.871
"07/10/2020 23:",0.723
"08/10/2020 00:",0.873
"08/10/2020 01:",0.8775
"08/10/2020 02:",0.8
"08/10/2020 03:",0.687
"08/10/2020 04:",0.5225
"08/10/2020 05:",0.4475
"08/10/2020 06:",0.4235
"08/10/2020 07:",0.465
"08/10/2020 08:",0.4985
"08/10/2020 09:",0.511
"08/10/2020 10:",0.4825
"08/10/2020 11:",0.4305
"08/10/2020 12:",0.438
"08/10/2020 13:",0.4865
"08/10/2020 14:",0.528
"08/10/2020 15:",0.5175
"08/10/2020 16:",0.9535
"08/10/2020 17:",1.305
"08/10/2020 18:",1.17
"08/10/2020 19:",1.255
"08/10/2020 20:",1.31
"08/10/2020 21:",0.9915
"08/10/2020 22:",0.759
"08/10/2020 23:",0.682
"09/10/2020 00:",0.563
"09/10/2020 01:",0.528
"09/10/2020 02:",0.489
"09/10/2020 03:",0.4475
"09/10/2020 04:",0.412
"09/10/2020 05:",0.4375
"09/10/2020 06:",0.4685
"09/10/2020 07:",0.47
"09/10/2020 08:",0.435
"09/10/2020 09:",0.4975
"09/10/2020 10:",0.4805
"09/10/2020 11:",0.3915
"09/10/2020 12:",0.4715
"09/10/2020 13:",0.4985
"09/10/2020 14:",0.454
"09/10/2020 15:",0.484
"09/10/2020 16:",0.7365
"09/10/2020 17:",1.056
"09/10/2020 18:",1.205
"09/10/2020 19:",1.45
"09/10/2020 20:",1.385
"09/10/2020 21:",1.125
"09/10/2020 22:",1.047
"09/10/2020 23:",1.097
"10/10/2020 00:",1.185
"10/10/2020 01:",0.8005
"10/10/2020 02:",0.526
"10/10/2020 03:",0.5225
"10/10/2020 04:",0.485
"10/10/2020 05:",0.512
"10/10/2020 06:",0.4765
"10/10/2020 07:",0.4125
"10/10/2020 08:",0.4275
"10/10/2020 09:",0.4675
"10/10/2020 10:",0.4395
"10/10/2020 11:",0.4185
"10/10/2020 12:",0.4415
"10/10/2020 13:",0.47
"10/10/2020 14:",0.487
"10/10/2020 15:",0.508
"10/10/2020 16:",0.556
"10/10/2020 17:",0.6035
"10/10/2020 18:",0.7365
"10/10/2020 19:",0.754
"10/10/2020 20:",0.6465
"10/10/2020 21:",0.6955
"10/10/2020 22:",0.6415
"10/10/2020 23:",0.5685
"11/10/2020 00:",0.618
"11/10/2020 01:",0.6085
"11/10/2020 02:",0.445
"11/10/2020 03:",0.39
"11/10/2020 04:",0.4065
"11/10/2020 05:",0.373
"11/10/2020 06:",0.395
"11/10/2020 07:",0.3805
"11/10/2020 08:",0.396
"11/10/2020 09:",0.42
"11/10/2020 10:",0.406444444444444
"11/10/2020 11:",0.375333333333333
"11/10/2020 12:",0.37875
"11/10/2020 13:",0.43925
"11/10/2020 14:",0.4055
"11/10/2020 15:",0.469
"11/10/2020 16:",0.478
"11/10/2020 17:",0.614
"11/10/2020 18:",0.575
"11/10/2020 19:",0.518
"11/10/2020 20:",0.4655
"11/10/2020 21:",0.52725
"11/10/2020 22:",0.7425
"11/10/2020 23:",0.39125
"12/10/2020 00:",0.39125
"12/10/2020 01:",0.3795
"12/10/2020 02:",0.45275
"12/10/2020 03:",0.4295
"12/10/2020 04:",0.3945
"12/10/2020 05:",0.33175
"12/10/2020 06:",0.3395
"12/10/2020 07:",0.349
"12/10/2020 08:",0.35175
"12/10/2020 09:",0.36475
"12/10/2020 10:",0.43175
"12/10/2020 11:",0.43
"12/10/2020 12:",0.436
"12/10/2020 13:",0.43725
"12/10/2020 14:",0.43925
"12/10/2020 15:",0.4385
"12/10/2020 16:",0.44975
"12/10/2020 17:",0.4615
"12/10/2020 18:",0.66025
"12/10/2020 19:",1.14
"12/10/2020 20:",1.31
"12/10/2020 21:",1.27525
"12/10/2020 22:",0.973
"12/10/2020 23:",0.92775
"13/10/2020 00:",0.8905
"13/10/2020 01:",0.69675
"13/10/2020 02:",0.673
"13/10/2020 03:",0.619
"13/10/2020 04:",0.558
"13/10/2020 05:",0.44625
"13/10/2020 06:",0.35025
"13/10/2020 07:",0.388
"13/10/2020 08:",0.2906
"13/10/2020 09:",0.2028
"13/10/2020 10:",0.98075
"13/10/2020 11:",1.8675
"13/10/2020 12:",1.81
"13/10/2020 13:",1.76
"13/10/2020 14:",1.7775
"13/10/2020 15:",1.73
"13/10/2020 16:",1.7425
"13/10/2020 17:",1.89
"13/10/2020 18:",1.9375
"13/10/2020 19:",1.915
"13/10/2020 20:",1.9375
"13/10/2020 21:",1.8425
"13/10/2020 22:",1.735
"13/10/2020 23:",1.66
"14/10/2020 00:",1.65
"14/10/2020 01:",1.6225
"14/10/2020 02:",1.6375
"14/10/2020 03:",1.655
"14/10/2020 04:",1.64
"14/10/2020 05:",1.64
"14/10/2020 06:",1.6575
"14/10/2020 07:",1.7025
"14/10/2020 08:",1.67
"14/10/2020 09:",1.72
"14/10/2020 10:",1.9175
"14/10/2020 11:",1.795
"14/10/2020 12:",1.80285714285714
"14/10/2020 13:",1.77428571428571
"14/10/2020 14:",1.765
"14/10/2020 15:",1.825
"14/10/2020 16:",1.955
"14/10/2020 17:",2.005
"14/10/2020 18:",1.935
"14/10/2020 19:",1.88
"14/10/2020 20:",1.865
"14/10/2020 21:",1.8
"14/10/2020 22:",1.72
"14/10/2020 23:",1.67
"15/10/2020 00:",1.64
"15/10/2020 01:",1.6375
"15/10/2020 02:",1.6325
"15/10/2020 03:",1.615
"15/10/2020 04:",1.59
"15/10/2020 05:",1.59
"15/10/2020 06:",1.595
"15/10/2020 07:",1.605
"15/10/2020 08:",1.6
"15/10/2020 09:",1.745
"15/10/2020 10:",1.82
"15/10/2020 11:",1.735
"15/10/2020 12:",1.74
"15/10/2020 13:",1.725
"15/10/2020 14:",1.715
"15/10/2020 15:",1.74
"15/10/2020 16:",1.91
"15/10/2020 17:",1.975
"15/10/2020 18:",2.03
"15/10/2020 19:",2.07
"15/10/2020 20:",1.995
"15/10/2020 21:",1.855
"15/10/2020 22:",1.675
"15/10/2020 23:",1.65
"16/10/2020 00:",1.63
"16/10/2020 01:",1.615
"16/10/2020 02:",1.605
"16/10/2020 03:",1.6
"16/10/2020 04:",1.62
"16/10/2020 05:",1.615
"16/10/2020 06:",1.615
"16/10/2020 07:",1.63
"16/10/2020 08:",1.615
"16/10/2020 09:",1.75
"16/10/2020 10:",1.81
"16/10/2020 11:",1.74
"16/10/2020 12:",1.735
"16/10/2020 13:",1.735
"16/10/2020 14:",1.725
"16/10/2020 15:",1.705
"16/10/2020 16:",1.885
"16/10/2020 17:",2.16
"16/10/2020 18:",2.18
"16/10/2020 19:",2.045
"16/10/2020 20:",2.06
"16/10/2020 21:",2
"16/10/2020 22:",1.815
"16/10/2020 23:",1.71
"17/10/2020 00:",1.76
"17/10/2020 01:",1.75
"17/10/2020 02:",1.62
"17/10/2020 03:",1.605
"17/10/2020 04:",1.59
"17/10/2020 05:",1.58
"17/10/2020 06:",1.595
"17/10/2020 07:",1.615
"17/10/2020 08:",1.605
"17/10/2020 09:",1.73
"17/10/2020 10:",1.825
"17/10/2020 11:",1.75
"17/10/2020 12:",1.735
"17/10/2020 13:",1.735
"17/10/2020 14:",1.695
"17/10/2020 15:",1.68
"17/10/2020 16:",1.82
"17/10/2020 17:",1.9
"17/10/2020 18:",1.855
"17/10/2020 19:",1.82
"17/10/2020 20:",1.815
"17/10/2020 21:",1.725
"17/10/2020 22:",1.645
"17/10/2020 23:",1.66
"18/10/2020 00:",1.64
"18/10/2020 01:",1.61
"18/10/2020 02:",1.585
"18/10/2020 03:",1.58
"18/10/2020 04:",1.57
"18/10/2020 05:",1.575
"18/10/2020 06:",1.58
"18/10/2020 07:",1.585
"18/10/2020 08:",1.585
"18/10/2020 09:",1.635
"18/10/2020 10:",1.775
"18/10/2020 11:",1.81
"18/10/2020 12:",1.755
"18/10/2020 13:",1.73
"18/10/2020 14:",1.705
"18/10/2020 15:",1.735
"18/10/2020 16:",1.84
"18/10/2020 17:",2.05
"18/10/2020 18:",2.115
"18/10/2020 19:",1.99
"18/10/2020 20:",2.015
"18/10/2020 21:",2.02
"18/10/2020 22:",1.9
"18/10/2020 23:",1.87
"19/10/2020 00:",1.76
"19/10/2020 01:",1.675
"19/10/2020 02:",1.71
"19/10/2020 03:",1.675
"19/10/2020 04:",1.655
"19/10/2020 05:",1.63
"19/10/2020 06:",1.615
"19/10/2020 07:",1.6
"19/10/2020 08:",1.61
"19/10/2020 09:",1.67
"19/10/2020 10:",1.75
"19/10/2020 11:",1.765
"19/10/2020 12:",1.715
"19/10/2020 13:",1.685
"19/10/2020 14:",1.675
"19/10/2020 15:",1.675
"19/10/2020 16:",1.965
"19/10/2020 17:",2.215
"19/10/2020 18:",2.12
"19/10/2020 19:",2.08
"19/10/2020 20:",2.215
"19/10/2020 21:",2.29
"19/10/2020 22:",1.975
"19/10/2020 23:",1.755
"20/10/2020 00:",1.68
"20/10/2020 01:",1.57
"20/10/2020 02:",1.55
"20/10/2020 03:",1.57
"20/10/2020 04:",1.555
"20/10/2020 05:",1.545
"20/10/2020 06:",1.575
"20/10/2020 07:",1.54
"20/10/2020 08:",1.585
"20/10/2020 09:",1.675
"20/10/2020 10:",1.675
"20/10/2020 11:",1.62
"20/10/2020 12:",1.58
"20/10/2020 13:",1.565
"20/10/2020 14:",1.6
"20/10/2020 15:",1.655
"20/10/2020 16:",1.94
"20/10/2020 17:",2.595
"20/10/2020 18:",NA
"20/10/2020 19:",NA
"20/10/2020 20:",NA
"20/10/2020 21:",2.875
"20/10/2020 22:",2.895
"20/10/2020 23:",2.985
"21/10/2020 00:",2.82
"21/10/2020 01:",2.45
"21/10/2020 02:",2.255
"21/10/2020 03:",2.175
"21/10/2020 04:",2.16
"21/10/2020 05:",2
"21/10/2020 06:",1.77
"21/10/2020 07:",1.875
"21/10/2020 08:",1.915
"21/10/2020 09:",1.95
"21/10/2020 10:",1.985
"21/10/2020 11:",1.875
"21/10/2020 12:",1.925
"21/10/2020 13:",2.055
"21/10/2020 14:",2.145
"21/10/2020 15:",1.92
"21/10/2020 16:",1.87
"21/10/2020 17:",2.19
"21/10/2020 18:",2.37
"21/10/2020 19:",2.51
"21/10/2020 20:",2.345
"21/10/2020 21:",2.13
"21/10/2020 22:",2.35
"21/10/2020 23:",2.23
"22/10/2020 00:",1.96
"22/10/2020 01:",1.75
"22/10/2020 02:",1.43
"22/10/2020 03:",1.415
"22/10/2020 04:",1.63
"22/10/2020 05:",1.71
"22/10/2020 06:",1.6
"22/10/2020 07:",1.595
"22/10/2020 08:",1.465
"22/10/2020 09:",1.35
"22/10/2020 10:",1.305
"22/10/2020 11:",1.12
"22/10/2020 12:",1.085
"22/10/2020 13:",1.27
"22/10/2020 14:",1.31
"22/10/2020 15:",1.26
"22/10/2020 16:",1.715
"22/10/2020 17:",2.14
"22/10/2020 18:",2.315
"22/10/2020 19:",2.52
"22/10/2020 20:",2.475
"22/10/2020 21:",2.355
"22/10/2020 22:",2.24
"22/10/2020 23:",2.185
"23/10/2020 00:",2.055
"23/10/2020 01:",2.075
"23/10/2020 02:",2.005
"23/10/2020 03:",1.79
"23/10/2020 04:",1.82
"23/10/2020 05:",1.8
"23/10/2020 06:",1.705
"23/10/2020 07:",1.73
"23/10/2020 08:",1.865
"23/10/2020 09:",1.735
"23/10/2020 10:",1.49
"23/10/2020 11:",1.515
"23/10/2020 12:",1.61
"23/10/2020 13:",1.575
"23/10/2020 14:",1.575
"23/10/2020 15:",1.695
"23/10/2020 16:",2.02
"23/10/2020 17:",2.24
"23/10/2020 18:",2.275
"23/10/2020 19:",2.16
"23/10/2020 20:",1.97
"23/10/2020 21:",2.08
"23/10/2020 22:",2.23
"23/10/2020 23:",2.29
"24/10/2020 00:",2.045
"24/10/2020 01:",1.785
"24/10/2020 02:",1.8
"24/10/2020 03:",1.68
"24/10/2020 04:",1.625
"24/10/2020 05:",1.43
"24/10/2020 06:",1.16
"24/10/2020 07:",1.095
"24/10/2020 08:",1.13444444444444
"24/10/2020 09:",1.26333333333333
"24/10/2020 10:",1.345
"24/10/2020 11:",1.285
"24/10/2020 12:",1.2925
"24/10/2020 13:",1.345
"24/10/2020 14:",1.525
"24/10/2020 15:",1.7375
"24/10/2020 16:",2.03
"24/10/2020 17:",2.11
"24/10/2020 18:",2.35
"24/10/2020 19:",2.64
"24/10/2020 20:",2.3275
"24/10/2020 21:",2.4025
"24/10/2020 22:",2.305
"24/10/2020 23:",2.235
"25/10/2020 00:",1.8925
"25/10/2020 01:",2.305
"25/10/2020 02:",2.615
"25/10/2020 02:",2.795
"25/10/2020 03:",2.7125
"25/10/2020 04:",2.19
"25/10/2020 05:",1.85
"25/10/2020 06:",1.835
"25/10/2020 07:",1.475
"25/10/2020 08:",1.62
"25/10/2020 09:",1.38
"25/10/2020 10:",1.25848
"25/10/2020 11:",1.24312
"25/10/2020 12:",1.22776
"25/10/2020 13:",NA
"25/10/2020 14:",NA
"25/10/2020 15:",NA
"25/10/2020 16:",NA
"25/10/2020 17:",NA
"25/10/2020 18:",NA
"25/10/2020 19:",NA
"25/10/2020 20:",NA
"25/10/2020 21:",NA
"25/10/2020 22:",NA
"25/10/2020 23:",NA
"26/10/2020 00:",NA
"26/10/2020 01:",NA
"26/10/2020 02:",NA
"26/10/2020 03:",NA
"26/10/2020 04:",NA
"26/10/2020 05:",NA
"26/10/2020 06:",NA
"26/10/2020 07:",NA
"26/10/2020 08:",0.92056
"26/10/2020 09:",0.9052
"26/10/2020 10:",0.88984
